gameid,period,possessionnumber,eventnum,x,y,value,playerid,made,time,margin,blocked,blockplayerid,assisted,assistplayerid,putback,shottype,oreboundedshoteventnum,oreboundedrebeventnum,lineupid,opplineupid,and1,offense_team_id,defense_team_id,possession_start_type,possession_start_time,closest_def_dist,shot_clock,touch_time,dribble_range,video_url,player,date,team,opponent,assist_player,block_player
0022000017,2,21,224,-133.0,94.0,2,200746,True,406.0,6,,0,True,1627749,False,LongMidRange,,,1627749-1629640-1630170-200746-201988,1626145-1628415-1629001-202685-203937,False,1610612759,1610612763,OffFTMiss,416.0,,15-7 Average,,,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000017/224/eef6fa94-b00b-f0df-a4e8-0a3b0a4570f3_960x540.mp4,LaMarcus Aldridge,2020-12-23,SAS,MEM,Dejounte Murray,
0022000017,2,31,253,-21.0,195.0,2,200746,True,279.0,10,,0,True,1627749,False,LongMidRange,,,1627749-1629022-1629640-200746-201942,1628415-1629001-1629630-202685-203937,False,1610612759,1610612763,OffDeadball,291.0,,15-7 Average,,,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000017/253/53e1a556-bd47-9091-6b37-cd4b4269a51a_960x540.mp4,LaMarcus Aldridge,2020-12-23,SAS,MEM,Dejounte Murray,
0022000017,2,35,264,20.0,10.0,2,1629640,True,219.0,8,,0,True,1627749,False,AtRim,,,1627749-1629022-1629640-200746-201942,1628415-1629001-1629630-202685-203937,False,1610612759,1610612763,OffTimeout,232.0,2-4 Feet - Tight,15-7 Average,,1 Dribble,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000017/264/9a2c82b1-0697-7f2b-7859-a377bda1d7b8_960x540.mp4,Keldon Johnson,2020-12-23,SAS,MEM,Dejounte Murray,
0022000017,2,37,267,-68.0,193.0,2,200746,True,197.0,10,,0,True,1627749,False,LongMidRange,,,1627749-1629022-1629640-200746-201942,1628415-1629001-1629630-202685-203937,False,1610612759,1610612763,OffShortMidRangeMiss,206.0,,15-7 Average,,,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000017/267/524db8bc-6685-fe02-56ae-5cddbdc4e950_960x540.mp4,LaMarcus Aldridge,2020-12-23,SAS,MEM,Dejounte Murray,
0022000017,2,41,285,-33.0,72.0,2,200746,True,131.0,12,,0,False,0,False,ShortMidRange,,,1629022-1629640-200746-200752-201942,1628415-1629001-1629630-1629634-203476,False,1610612759,1610612763,OffShortMidRangeBlock,142.0,,15-7 Average,,,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000017/285/d0fc2448-8264-4902-09de-ba9157d464f5_960x540.mp4,LaMarcus Aldridge,2020-12-23,SAS,MEM,,
0022000017,2,49,313,1.0,10.0,2,1629640,True,28.0,12,,0,True,201942,False,AtRim,,,1629022-1629640-200746-200752-201942,1628415-1628960-1629630-1629634-203476,False,1610612759,1610612763,OffDeadball,42.0,2-4 Feet - Tight,15-7 Average,,1 Dribble,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000017/313/844235c7-cd50-9683-128e-6481116643f7_960x540.mp4,Keldon Johnson,2020-12-23,SAS,MEM,DeMar DeRozan,
0022000017,3,5,338,-101.0,139.0,2,200746,False,631.0,13,False,0,,0,False,LongMidRange,,,1627749-1629022-1629640-200746-201942,1628415-1628960-1629630-202685-203937,False,1610612759,1610612763,OffAtRimMake,648.0,,15-7 Average,,,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000017/338/cab39c81-7a50-c68c-ccf3-1c34a36b6d92_960x540.mp4,LaMarcus Aldridge,2020-12-23,SAS,MEM,,
0022000017,3,25,390,-2.0,27.0,2,200746,False,419.0,10,False,0,,0,False,AtRim,,,1627749-1629022-1629640-200746-201942,1628415-1628960-1629630-202685-203937,False,1610612759,1610612763,OffDeadball,431.0,,15-7 Average,,,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000017/390/867baa44-2f8b-537d-c1a8-b9bac40af870_960x540.mp4,LaMarcus Aldridge,2020-12-23,SAS,MEM,,
0022000017,4,2,514,9.0,59.0,2,1627751,False,676.0,11,False,0,,0,False,ShortMidRange,,,1627749-1627751-1630170-200752-201988,1628960-1629001-1629630-1629634-203937,False,1610612759,1610612763,OffShortMidRangeBlock,689.0,,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000017/514/7cd57718-bf74-8d24-049b-9b8961a3d80e_960x540.mp4,Jakob Poeltl,2020-12-23,SAS,MEM,,
0022000017,4,10,543,11.0,10.0,2,1627751,False,565.0,9,True,1628960,,0,False,AtRim,,,1627749-1627751-1629022-1629640-200752,1626145-1628415-1628960-1629634-203937,False,1610612759,1610612763,OffTimeout,579.0,,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000017/543/59fff5bc-d8c4-14dc-b1c2-f9d9122a8043_960x540.mp4,Jakob Poeltl,2020-12-23,SAS,MEM,,Grayson Allen
0022000034,2,31,257,4.0,113.0,2,1629022,False,305.0,0,False,0,,0,False,ShortMidRange,,,1627749-1629022-200746-200752-201942,1627742-1628366-1628404-1629627-203500,False,1610612759,1610612740,OffDeadball,321.0,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,,https://videos.nba.com/nba/pbp/media/2020/12/27/0022000034/257/1989a246-0923-8c2f-f5ed-f196ecc08838_960x540.mp4,Lonnie Walker IV,2020-12-27,SAS,NOP,,
0022000034,2,35,265,149.0,205.0,3,200752,True,216.0,-2,,0,True,200746,False,Arc3,,,1627749-1629022-200746-200752-201942,1627742-1628366-1628404-1629627-203500,False,1610612759,1610612740,OffAtRimMake,235.0,,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2020/12/27/0022000034/265/2eeea663-7d70-b3cd-5a4e-881a2d8705e6_960x540.mp4,Rudy Gay,2020-12-27,SAS,NOP,LaMarcus Aldridge,
