gameid,period,possessionnumber,eventnum,x,y,value,playerid,made,time,margin,blocked,blockplayerid,assisted,assistplayerid,putback,shottype,oreboundedshoteventnum,oreboundedrebeventnum,lineupid,opplineupid,and1,offense_team_id,defense_team_id,possession_start_type,possession_start_time,closest_def_dist,shot_clock,touch_time,dribble_range,video_url,player,date,team,opponent,assist_player,block_player
0022000246,1,1,7,-6.0,0.0,2,1629020,False,701.0,0,False,0,,0,False,AtRim,,,1627736-1629006-1629020-1629675-201937,1627742-1628366-1629627-202339-203500,False,1610612750,1610612740,OffDeadball,720.0,,15-7 Average,,,https://videos.nba.com/nba/pbp/media/2021/01/23/0022000246/7/4b8f3ccb-3669-0ddb-b60c-2609ff05488f_960x540.mp4,Jarred Vanderbilt,2021-01-23,MIN,NOP,,
0022000246,1,13,34,-14.0,22.0,2,1629020,False,544.0,2,False,0,,0,False,AtRim,,,1627736-1629006-1629020-1629675-201937,1627742-1628366-1629627-202339-203500,False,1610612750,1610612740,OffLiveBallTurnover,555.0,,15-7 Average,,,https://videos.nba.com/nba/pbp/media/2021/01/23/0022000246/34/89370111-b835-c46d-3dc6-adc320a14968_960x540.mp4,Jarred Vanderbilt,2021-01-23,MIN,NOP,,
0022000246,3,42,452,-228.0,75.0,3,1630162,False,155.0,10,False,0,,0,False,Corner3,,,1629633-1630162-1630183-201937-202334,1627742-1628404-1629637-1629638-202339,False,1610612750,1610612740,OffCorner3Miss,169.0,,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2021/01/23/0022000246/452/40338af2-d61a-96ff-6fbc-f7c9738fe439_960x540.mp4,Anthony Edwards,2021-01-23,MIN,NOP,,
0022000246,3,46,468,-182.0,193.0,3,1630162,False,59.0,11,False,0,,0,False,Arc3,,,1629162-1629633-1630162-1630183-202334,1628404-1629627-1629637-1629638-200755,False,1610612750,1610612740,OffShortMidRangeMake,73.0,,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2021/01/23/0022000246/468/08698a6f-5d72-e9b4-d296-833f1d911036_960x540.mp4,Anthony Edwards,2021-01-23,MIN,NOP,,
0022000246,4,19,548,-230.0,88.0,3,1627736,False,424.0,16,False,0,,0,False,Arc3,,,1627736-1629006-1629162-1630183-202334,1627742-1628366-1628404-1629627-1629638,False,1610612750,1610612740,OffFTMake,439.0,,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2021/01/23/0022000246/548/3e07ed35-cec1-41a3-0938-737768f68a99_960x540.mp4,Malik Beasley,2021-01-23,MIN,NOP,,
0022000246,4,37,612,-114.0,228.0,3,1627736,False,210.0,12,False,0,,0,False,Arc3,,,1627736-1629006-1629020-1629633-201937,1627742-1628366-1628404-1629627-202339,False,1610612750,1610612740,OffDeadball,226.0,,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2021/01/23/0022000246/612/7b26c00d-8b39-b31d-23e8-3ebc90616ff2_960x540.mp4,Malik Beasley,2021-01-23,MIN,NOP,,
0022000018,2,22,238,-2.0,4.0,2,1629633,True,413.0,-12,,0,True,1626157,False,AtRim,,,1626157-1627736-1629006-1629633-201937,1628367-1629004-1630165-201933-203486,False,1610612750,1610612765,OffTimeout,432.0,,15-7 Average,Touch 2-6 Seconds,2 Dribbles,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000018/238/84fc3f43-49c7-a4fc-9cd5-2256415bfdb2_960x540.mp4,Jarrett Culver,2020-12-23,MIN,DET,Karl-Anthony Towns,
0022000018,2,28,252,2.0,6.0,2,1629633,True,317.0,-12,,0,False,0,False,AtRim,,,1626157-1627736-1629006-1629633-201937,1628367-1629004-1630165-201933-203486,True,1610612750,1610612765,OffArc3Miss,325.0,,15-7 Average,Touch 2-6 Seconds,2 Dribbles,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000018/252/9a15a1c8-0a59-f9bd-a442-dea4706844ac_960x540.mp4,Jarrett Culver,2020-12-23,MIN,DET,,
0022000028,1,6,17,-16.0,84.0,2,1626156,True,628.0,-4,,0,False,0,False,ShortMidRange,,,1626156-1626157-1627736-1627774-1629006,1626220-1628378-201144-202711-203497,False,1610612750,1610612762,OffShortMidRangeMiss,636.0,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,,https://videos.nba.com/nba/pbp/media/2020/12/26/0022000028/17/d8d2e78e-00c4-7495-688c-fe904822fed7_960x540.mp4,D'Angelo Russell,2020-12-26,MIN,UTA,,
0022000028,1,20,50,57.0,183.0,2,1626156,True,458.0,-1,,0,False,0,False,LongMidRange,,,1626156-1626157-1627736-1627774-1629006,1626220-1628378-201144-202711-203497,False,1610612750,1610612762,OffShortMidRangeMake,471.0,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,,https://videos.nba.com/nba/pbp/media/2020/12/26/0022000028/50/3828f0bd-c84a-462e-6407-6b1dab4ee676_960x540.mp4,D'Angelo Russell,2020-12-26,MIN,UTA,,
