gameid,period,possessionnumber,eventnum,x,y,value,playerid,made,time,margin,blocked,blockplayerid,assisted,assistplayerid,putback,shottype,oreboundedshoteventnum,oreboundedrebeventnum,lineupid,opplineupid,and1,offense_team_id,defense_team_id,possession_start_type,possession_start_time,closest_def_dist,shot_clock,touch_time,dribble_range,video_url,player,date,team,opponent,assist_player,block_player
0022000241,1,10,28,-3.0,92.0,2,203944,False,574.0,1,False,0,,0,False,ShortMidRange,,,1629011-1629628-203493-203901-203944,1626158-1627741-1628368-1628963-203084,False,1610612752,1610612758,OffAtRimMiss,585.0,,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,https://videos.nba.com/nba/pbp/media/2021/01/22/0022000241/28/b2766583-277b-ba53-be93-76ab2690ccc7_960x540.mp4,Julius Randle,2021-01-22,NYK,SAC,,
0022000241,1,28,81,-40.0,92.0,2,203944,False,287.0,-8,False,0,,0,False,ShortMidRange,,,1629011-1629628-203493-203901-203944,1626158-1627741-1628368-1630169-203084,False,1610612752,1610612758,OffAtRimMake,303.0,,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,https://videos.nba.com/nba/pbp/media/2021/01/22/0022000241/81/a007934c-ae00-d757-74f0-9b0d6897b2a0_960x540.mp4,Julius Randle,2021-01-22,NYK,SAC,,
0022000241,2,3,163,-203.0,154.0,3,1628995,False,672.0,3,False,0,,0,False,Arc3,,,1628995-1630167-1630193-202692-203457,1627741-1629002-1630169-202709-203922,False,1610612752,1610612758,OffFTMiss,687.0,,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2021/01/22/0022000241/163/20653430-8a93-9334-d105-a129756479a1_960x540.mp4,Kevin Knox II,2021-01-22,NYK,SAC,,
0022000241,2,7,179,-237.0,5.0,3,1628995,False,604.0,1,False,0,,0,False,Corner3,,,1628995-1630167-1630193-202692-203457,1627741-1629002-1630169-202709-203922,False,1610612752,1610612758,OffDeadball,620.0,,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2021/01/22/0022000241/179/8a737258-0699-28f2-7003-fed5d66aa3a3_960x540.mp4,Kevin Knox II,2021-01-22,NYK,SAC,,
0022000241,2,11,195,-193.0,176.0,3,1630193,False,551.0,2,False,0,,0,False,Arc3,193,194,1628995-1630167-1630193-202692-203457,1626158-1627741-1630169-202709-203922,False,1610612752,1610612758,OffArc3Miss,570.0,6+ Feet - Wide Open,15-7 Average,,,https://videos.nba.com/nba/pbp/media/2021/01/22/0022000241/195/b09d71d0-1aed-6b80-3b6b-17e6f8877587_960x540.mp4,Immanuel Quickley,2021-01-22,NYK,SAC,,
0022000241,2,23,247,-16.0,259.0,3,1630193,False,353.0,2,False,0,,0,False,Arc3,,,1629011-1629628-1630167-1630193-202692,1626158-1627741-1628368-1628963-203084,False,1610612752,1610612758,OffFTMake,371.0,6+ Feet - Wide Open,15-7 Average,,,https://videos.nba.com/nba/pbp/media/2021/01/22/0022000241/247/926ecdbc-908d-4f5b-f655-ef91713f2757_960x540.mp4,Immanuel Quickley,2021-01-22,NYK,SAC,,
0022000241,3,3,345,-35.0,9.0,2,1629628,False,669.0,5,False,0,,0,False,AtRim,,,1629011-1629628-203493-203901-203944,1626158-1627741-1628368-1628963-203084,False,1610612752,1610612758,OffShortMidRangeMake,686.0,,15-7 Average,,3-6 Dribbles,https://videos.nba.com/nba/pbp/media/2021/01/22/0022000241/345/37ad1000-453a-f2c3-7f7f-bf294e729970_960x540.mp4,RJ Barrett,2021-01-22,NYK,SAC,,
0022000241,3,31,427,38.0,16.0,2,1629628,False,214.0,-3,True,1628368,,0,False,ShortMidRange,,,1629628-202692-203457-203901-203944,1626158-1628368-1628963-1630169-203084,False,1610612752,1610612758,OffFTMake,225.0,,15-7 Average,,3-6 Dribbles,https://videos.nba.com/nba/pbp/media/2021/01/22/0022000241/427/df118361-76b9-019a-6f5d-a78dfced1d1e_960x540.mp4,RJ Barrett,2021-01-22,NYK,SAC,,De'Aaron Fox
0022000241,3,37,466,74.0,177.0,2,1629628,False,94.0,-5,False,0,,0,False,LongMidRange,,,1629628-1630167-1630193-202692-203457,1626158-1628368-1628963-1630169-203084,False,1610612752,1610612758,OffArc3Miss,107.0,,15-7 Average,,3-6 Dribbles,https://videos.nba.com/nba/pbp/media/2021/01/22/0022000241/466/f2c9c38e-03ce-8456-ad81-a6232d6472bc_960x540.mp4,RJ Barrett,2021-01-22,NYK,SAC,,
0022000241,4,2,507,-42.0,103.0,2,1630167,False,676.0,-7,False,0,,0,False,ShortMidRange,,,1628995-1630167-1630193-202692-203457,1627741-1629002-1630169-202709-203922,False,1610612752,1610612758,OffArc3Make,701.0,,7-4 Late,Touch 2-6 Seconds,,https://videos.nba.com/nba/pbp/media/2021/01/22/0022000241/507/d8e55a20-4f2d-9f3c-759c-7e46293f39a7_960x540.mp4,Obi Toppin,2021-01-22,NYK,SAC,,
