gameid,period,possessionnumber,eventnum,x,y,value,playerid,made,time,margin,blocked,blockplayerid,assisted,assistplayerid,putback,shottype,oreboundedshoteventnum,oreboundedrebeventnum,lineupid,opplineupid,and1,offense_team_id,defense_team_id,possession_start_type,possession_start_time,closest_def_dist,shot_clock,touch_time,dribble_range,video_url,player,date,team,opponent,assist_player,block_player
0022000241,3,4,349,-95.0,237.0,3,1627741,True,656.0,-5,,0,True,203084,False,Arc3,,,1626158-1627741-1628368-1628963-203084,1629011-1629628-203493-203901-203944,False,1610612758,1610612752,OffAtRimMiss,667.0,,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2021/01/22/0022000241/349/eeaf2471-68f3-5ace-f2f9-1047bcdbece1_960x540.mp4,Buddy Hield,2021-01-22,SAC,NYK,Harrison Barnes,
0022000241,3,26,398,-29.0,285.0,3,1627741,True,329.0,-2,,0,True,1628368,False,Arc3,,,1626158-1627741-1628368-1628963-203084,1629011-1629628-203493-203901-203944,False,1610612758,1610612752,OffAtRimMake,347.0,,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2021/01/22/0022000241/398/f5c7a4ee-7481-325d-2060-c81ffff6c6c7_960x540.mp4,Buddy Hield,2021-01-22,SAC,NYK,De'Aaron Fox,
0022000241,3,36,459,-1.0,38.0,2,1626158,False,125.0,5,False,0,,0,False,AtRim,,,1626158-1628368-1628963-1630169-203084,1629628-1630167-1630193-202692-203457,False,1610612758,1610612752,OffFTMiss,141.0,,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2021/01/22/0022000241/459/66c20a14-779d-b821-f83d-59848860b4fd_960x540.mp4,Richaun Holmes,2021-01-22,SAC,NYK,,
0022000241,3,36,461,-1.0,48.0,2,1626158,False,122.0,5,False,0,,0,True,ShortMidRange,459,460,1626158-1628368-1628963-1630169-203084,1629628-1630167-1630193-202692-203457,False,1610612758,1610612752,OffFTMiss,141.0,,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2021/01/22/0022000241/461/e07f133a-4605-1af5-0a97-18086cceacb8_960x540.mp4,Richaun Holmes,2021-01-22,SAC,NYK,,
0022000019,2,7,196,177.0,142.0,2,1627741,False,624.0,-3,False,0,,0,False,LongMidRange,,,1627741-1628963-1630169-202709-203084,1628392-1628408-1628420-1629008-203914,False,1610612758,1610612743,OffAtRimMake,634.0,,22-18 Very Early,Touch 2-6 Seconds,3-6 Dribbles,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000019/196/ab728d72-9196-ad29-7f84-9ed4c03ae57a_960x540.mp4,Buddy Hield,2020-12-23,SAC,DEN,,
0022000019,2,11,204,-46.0,29.0,2,1627741,False,559.0,-5,True,203914,,0,False,ShortMidRange,,,1627741-1628963-1630169-202709-203084,1628392-1628408-1628420-1629008-203914,False,1610612758,1610612743,OffAtRimMake,567.0,,22-18 Very Early,Touch 2-6 Seconds,3-6 Dribbles,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000019/204/e5174997-05a4-644d-a73a-600c3b3351b5_960x540.mp4,Buddy Hield,2020-12-23,SAC,DEN,,Gary Harris
0022000019,2,15,223,22.0,58.0,2,1628963,True,496.0,-5,,0,True,202709,False,ShortMidRange,,,1627741-1628963-1630169-202709-203084,1627750-1628408-1628420-203914-203999,False,1610612758,1610612743,OffShortMidRangeMake,518.0,,15-7 Average,,,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000019/223/cd48e3fc-99d7-4a74-c27a-5b1bea491d83_960x540.mp4,Marvin Bagley III,2020-12-23,SAC,DEN,Cory Joseph,
0022000019,2,19,245,-228.0,75.0,3,1627741,False,431.0,-6,False,0,,0,False,Corner3,,,1627741-1628963-1630169-202709-203084,1627750-1628408-200794-203914-203999,False,1610612758,1610612743,OffFTMake,444.0,,15-7 Average,Touch < 2 Seconds,,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000019/245/9cd7dd95-fc71-113c-6124-d936e26d3cb3_960x540.mp4,Buddy Hield,2020-12-23,SAC,DEN,,
0022000019,2,21,249,43.0,8.0,2,1628963,True,410.0,-6,,0,True,1630169,False,ShortMidRange,,,1627741-1628963-1630169-202709-203084,1627750-1628408-200794-203914-203999,False,1610612758,1610612743,OffLongMidRangeMiss,419.0,,15-7 Average,,,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000019/249/b1f5825b-4239-d4ae-072c-fa20bb066a3b_960x540.mp4,Marvin Bagley III,2020-12-23,SAC,DEN,Tyrese Haliburton,
0022000019,2,33,291,-147.0,209.0,3,1627741,False,194.0,-4,False,0,,0,False,Arc3,289,290,1626158-1627741-1628368-202357-203084,1627750-200794-203115-203914-203999,False,1610612758,1610612743,OffAtRimMake,210.0,,15-7 Average,Touch < 2 Seconds,,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000019/291/df5e3efd-0a9e-2ce3-2796-e8292a109cc8_960x540.mp4,Buddy Hield,2020-12-23,SAC,DEN,,
