gameid,period,possessionnumber,eventnum,x,y,value,playerid,made,time,margin,blocked,blockplayerid,assisted,assistplayerid,putback,shottype,oreboundedshoteventnum,oreboundedrebeventnum,lineupid,opplineupid,and1,offense_team_id,defense_team_id,possession_start_type,possession_start_time,closest_def_dist,shot_clock,touch_time,dribble_range,video_url,player,date,team,opponent,assist_player,block_player
0022000250,2,4,194,-27.0,4.0,2,203083,False,640.0,-20,True,1629057,,0,False,AtRim,,,1626204-1626224-1629636-1630171-203083,1628400-1629035-1629057-1629750-202689,False,1610612739,1610612738,OffShortMidRangeMake,665.0,2-4 Feet - Tight,7-4 Late,,,https://videos.nba.com/nba/pbp/media/2021/01/24/0022000250/194/1f5df65a-76c7-746a-fee9-a1af53558fb8_960x540.mp4,Andre Drummond,2021-01-24,CLE,BOS,,Robert Williams III
0022000250,2,6,203,-26.0,50.0,2,203083,False,587.0,-22,True,1629057,,0,False,ShortMidRange,,,1626204-1626224-1629636-1630171-203083,1628400-1629035-1629057-1629750-202689,False,1610612739,1610612738,OffAtRimMake,613.0,2-4 Feet - Tight,7-4 Late,,,https://videos.nba.com/nba/pbp/media/2021/01/24/0022000250/203/ba52671d-e4a3-e81d-0160-f9431d5a521a_960x540.mp4,Andre Drummond,2021-01-24,CLE,BOS,,Robert Williams III
0022000250,4,7,622,19.0,2.0,2,1628386,True,656.0,-34,,0,True,1627752,False,AtRim,,,1627752-1628386-1629636-1629685-1630171,1629035-1629057-1629682-1629684-1630174,False,1610612739,1610612738,OffDeadball,665.0,,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2021/01/24/0022000250/622/ba04bf0a-b85a-75a0-ebad-97e8e5e53cf4_960x540.mp4,Jarrett Allen,2021-01-24,CLE,BOS,Taurean Prince,
0022000250,4,13,590,4.0,25.0,2,1628386,True,576.0,-29,,0,True,1627752,False,AtRim,,,1627752-1628386-1629636-1629685-1630171,1629035-1629057-1629682-1629684-1630174,False,1610612739,1610612738,OffFTMake,593.0,,15-7 Average,Touch < 2 Seconds,0 Dribbles,https://videos.nba.com/nba/pbp/media/2021/01/24/0022000250/590/fce37454-4c86-7689-fbe2-544e6a98da44_960x540.mp4,Jarrett Allen,2021-01-24,CLE,BOS,Taurean Prince,
0022000250,4,39,683,-23.0,53.0,2,1630171,False,188.0,-29,True,1629605,,0,False,ShortMidRange,,,1628422-1629685-1629731-1630171-201580,1629035-1629605-1629682-1629684-1630174,False,1610612739,1610612738,OffShortMidRangeMake,200.0,,15-7 Average,Touch 6+ Seconds,7+ Dribbles,https://videos.nba.com/nba/pbp/media/2021/01/24/0022000250/683/9a2059e0-2f6d-7074-73ad-a12c626d6061_960x540.mp4,Isaac Okoro,2021-01-24,CLE,BOS,,Tacko Fall
0022000250,4,53,707,5.0,22.0,2,1630171,False,29.0,-38,False,0,,0,False,AtRim,,,1628422-1629685-1629731-1630171-201580,1629035-1629605-1629682-1629684-1630174,False,1610612739,1610612738,OffArc3Make,41.0,,15-7 Average,Touch 6+ Seconds,7+ Dribbles,https://videos.nba.com/nba/pbp/media/2021/01/24/0022000250/707/620e7acc-c478-473f-c80b-03b5abf01a32_960x540.mp4,Isaac Okoro,2021-01-24,CLE,BOS,,
0022000010,2,27,270,68.0,74.0,2,201580,True,302.0,4,,0,False,0,False,ShortMidRange,,,1628422-1629636-1629731-1630171-201580,1626179-1629023-1630163-202330-203469,True,1610612739,1610612766,OffShortMidRangeMake,325.0,,15-7 Average,,,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000010/270/227e6d48-6607-ba10-0337-c357aed2e9ff_960x540.mp4,JaVale McGee,2020-12-23,CLE,CHA,,
0022000010,2,29,277,67.0,21.0,2,201580,True,277.0,7,,0,False,0,False,ShortMidRange,,,1628422-1629636-1629731-1630171-201580,1626179-1629023-1630163-202330-203469,False,1610612739,1610612766,OffLiveBallTurnover,288.0,,15-7 Average,,,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000010/277/be3b0d3f-06ee-10ef-7363-6ab69b16220d_960x540.mp4,JaVale McGee,2020-12-23,CLE,CHA,,
0022000010,2,41,317,-40.0,78.0,2,201580,True,114.0,15,,0,True,1626204,False,ShortMidRange,,,1626204-1629012-1629636-1630171-201580,1626179-1628984-1629023-202330-202687,False,1610612739,1610612766,OffTimeout,130.0,,15-7 Average,,,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000010/317/968b2c0d-2033-3d9f-95b4-c5528308b68e_960x540.mp4,JaVale McGee,2020-12-23,CLE,CHA,Larry Nance Jr.,
0022000010,2,43,320,6.0,2.0,2,201580,True,85.0,15,,0,True,1626204,False,AtRim,,,1626204-1629012-1629636-1630171-201580,1626179-1628984-1629023-202330-202687,False,1610612739,1610612766,OffShortMidRangeMake,98.0,,15-7 Average,,,https://videos.nba.com/nba/pbp/media/2020/12/23/0022000010/320/a78535af-0578-ad14-95ee-266d3ef71763_960x540.mp4,JaVale McGee,2020-12-23,CLE,CHA,Larry Nance Jr.,
